,000270.KS,000660.KS,005380.KS,005930.KS,006400.KS,009540.KS,012450.KS,028260.KS,034020.KS,035420.KS,042660.KS,051910.KS,055550.KS,068270.KS,069500.KS,105560.KS,133690.KS,148070.KS,153130.KS,207940.KS,229200.KS,261240.KS,360750.KS,411060.KS,458730.KS,AAPL,AMD,AMZN,AVGO,COST,GOOGL,JPM,LLY,META,MSFT,NVDA,TLT,TSLA,V,XOM
2022-03-31,,0.04012085781511182,,,,,0.021423649137091532,,0.011091301016889064,,,,0.04742758135045234,,0.03489319221712581,0.047456196397437644,0.033431955589715366,0.1999999999999059,0.14999799999920205,,0.034262344766592324,9.999999999999995e-07,0.03511627532076611,0.12086081200651122,0.037317282950689624,0.026629718191280013,,,,0.056108118425274356,,,0.04325008596399753,,,0.03092493429652493,9.999999999999995e-07,,,0.02968569455543237
2022-04-30,,,,,,,0.03209273085711132,,0.01789378957222452,,,,0.06837298968931814,,0.056548572472639634,0.07051234736555366,0.05320025084582414,1.0000000000167536e-06,1.0000000000268888e-06,0.04808654423767951,0.05347599295558973,1.0000000000000002e-06,0.05651138152270372,0.18963229367188117,0.06075293694238243,0.04276370546137648,,,0.04210826724204846,0.0897827584448517,,,0.06892736751611918,,,,1.0000000000000002e-06,,,0.049334071202696256
2022-05-31,0.022422770910074333,,,,,,0.019879021675070864,,0.011472743644891271,,,,0.044953201202163694,,0.03909699152368916,0.04889975201558221,0.03640185689055319,0.1999999999999641,0.14999799999979538,,0.04184996770132751,9.999999999999993e-07,0.03725012967611437,0.11107948718829566,0.04090033469002135,0.02986395771606793,,,0.03148291350185079,0.05357369477545285,,,0.04701538618726576,,,,9.999999999999993e-07,,,0.0338577907018195
2022-06-30,0.022716467527474082,,,,,,0.018411104262887716,0.036905010388007864,,,,,0.039541316291635514,,0.03403587885848851,0.041968634001238465,0.03435572350745808,0.20000000000000007,0.14999800000000002,,0.033837371319489454,1.0000000000000002e-06,0.035620815836534266,0.118554373820141,0.040149167003916186,0.02878592956148583,,,0.028167140116036105,0.061068926515120706,,,0.04317032036150996,,,,1.0000000000000002e-06,,,0.03271182062857627
2022-07-31,0.023902604748950593,,,,,,,0.03442396664879929,,,,,0.041109608706980195,,0.03200148077391199,0.04228324509580637,0.029865178475077633,0.19999999999999996,0.14999800000000002,0.028924658576132547,0.029435130188766083,1.0000000000034453e-06,0.032586582339563824,0.12368174573154408,0.038711488036737046,,,,0.026166035568944,0.05255662250987023,,,0.041168297818165445,,0.041305302929906716,,1.000000000019442e-06,,,0.03187805185084394
2022-08-31,0.026517081822556146,,0.02416238971865135,,,,0.02032606579188255,0.04197208647904739,,,,,,,0.03803181521474354,,0.03301200264496566,0.1999999999999999,0.14999800000000035,0.03259605724109789,0.03518869485327445,1.0000000000085264e-06,0.03802647832925719,0.12933975708339787,0.04988827255800669,0.026544695154702144,,,,0.058873873681060535,,,0.04224052018524544,,,,1.00000000000921e-06,0.011213519560865672,,0.042066689681244995
2022-09-30,0.02571258676539264,,0.023167079262395463,,,,0.01840636875600118,0.043213583024232706,,,,0.02333384145505022,,,0.03612142346203838,,0.0318321962127322,0.18512172705583074,9.999999999999997e-07,,0.03382803328977687,1.0000000000062652e-06,0.03699849844447942,0.12506246768151255,0.049645952918128275,0.02468320325336782,,,,0.050264555204470145,,,0.04698725306205003,,,,0.1648762729441692,,0.03913898108564254,0.041603976122729466
2022-10-31,0.026700957291772253,,0.02479603953232201,,,,0.01837336512950479,0.034563977669493234,,,,,,,0.033994062118469295,,0.03316204037017811,0.2,0.14999800000000005,0.031610762399836366,0.031246076390372395,1.0000000000093626e-06,0.03677739747423861,0.1371978581648224,0.045114901200778434,0.025154215954649204,,,,0.05415149464195344,,,0.04534150663449303,,,,1e-06,,0.0370799186610166,0.034735426366099796
2022-11-30,,,,,0.019586517339284657,,0.019849213893507165,0.031305336655138946,,,,,,0.031018131848684138,0.033654914887665074,,0.032949793742655026,0.2,0.14999799999999996,0.026943182566438094,0.029249479746984785,1e-06,0.03651928764323393,0.1473096837552062,0.04408139774255811,,,,,0.05202987375852883,,0.03570154078151977,0.04105482483423861,,,,1.0000000000085397e-06,,0.035220451730477685,0.033526369073879014
2022-12-31,,,,,0.019608563708772828,,0.019442175590763715,0.033242553432705574,,,,0.022153265565606435,0.04595693428582644,,0.03339207279293242,,0.03661917290859521,0.2,0.13397080364172467,,0.033452380025067355,1e-06,0.03804168144486542,0.16602719635827526,0.04176543254916225,,,,0.03228784505814471,,,0.03229981560171024,0.04928069673390276,,,,1.0000000000152552e-06,,0.03449565064337209,0.0279617596585725
